Buyer_ID,Age,Gender,Annual_Income_USD,City_Type,Daily_Commute_km,Number_of_Cars_Owned,Current_Car_Type,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Home_Charging_Possible,Environmental_Concern_Level,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
EV04518,66,Male,84532.0,Rural,32.4,2,SUV,0,3,Yes,1.0,No,Low,No
EV04519,55,Female,52072.0,Suburban,38.2,1,Sedan,0,9,Yes,3.0,Yes,Low,No
EV04520,45,Female,116397.0,Suburban,83.9,2,Sedan,3,4,Yes,1.0,No,Low,No
EV04521,43,Other,95471.0,Suburban,26.1,4,Truck,0,3,Yes,3.0,No,Low,No
EV04522,27,Female,62597.0,Suburban,73.3,1,Hatchback,3,6,Yes,5.0,Yes,Low,Yes
EV04523,38,Male,87352.0,Urban,5.0,3,SUV,3,7,No,3.0,No,Low,No
EV04524,49,Male,113601.0,Rural,77.5,1,SUV,0,0,Yes,3.0,Yes,Low,No
EV04525,26,Male,107709.0,Urban,34.5,4,Sedan,2,16,Yes,5.0,Yes,Low,Yes
EV04526,39,Female,130914.0,Suburban,68.4,1,Hatchback,4,4,Yes,1.0,Yes,Low,No
EV04527,58,Male,62674.0,Urban,35.2,1,SUV,4,8,Yes,5.0,No,Low,No
EV04528,56,Male,48991.0,Suburban,68.6,2,Sedan,4,5,Yes,5.0,Yes,Low,Yes
EV04529,69,Male,73467.0,Rural,25.4,2,Sedan,2,0,Yes,4.0,Yes,Low,Yes
EV04530,57,Male,121363.0,Suburban,19.5,1,Sedan,7,2,No,2.0,Yes,Medium,No
EV04531,49,Male,92254.0,Rural,21.1,2,Sedan,0,1,No,3.0,Yes,Low,No
EV04532,30,Female,45980.0,Urban,5.0,3,Hatchback,4,18,Yes,1.0,Yes,Low,No
EV04533,37,Female,50167.0,Urban,66.3,2,Truck,5,8,No,3.0,Yes,Low,No
EV04534,42,Male,71865.0,Suburban,5.0,1,Sedan,6,5,No,1.0,Yes,Medium,No
EV04535,65,Male,81557.0,Urban,26.3,3,Sedan,8,19,Yes,2.0,No,Low,No
EV04536,50,Male,31911.0,Urban,10.8,4,SUV,3,14,Yes,2.0,Yes,Low,No
EV04537,27,Female,119040.0,Suburban,48.1,1,SUV,1,8,No,1.0,No,Medium,No
EV04538,26,Female,78973.0,Suburban,48.0,1,Sedan,3,3,Yes,5.0,No,Low,No
EV04539,44,Male,122876.0,Urban,52.8,3,Sedan,7,19,Yes,4.0,No,Low,No
EV04540,32,Female,30000.0,Suburban,16.6,1,Sedan,6,7,Yes,4.0,No,Low,No
EV04541,67,Male,122975.0,Urban,36.7,2,Sedan,5,8,No,4.0,Yes,Medium,No
EV04542,34,Other,86407.0,Suburban,70.7,2,SUV,5,6,Yes,2.0,Yes,Low,No
EV04543,36,Male,90662.0,Urban,34.4,2,SUV,10,6,No,2.0,Yes,Low,Yes
EV04544,51,Female,117402.0,Urban,31.7,2,Sedan,3,7,No,4.0,No,Medium,No
EV04545,56,Female,97571.0,Urban,38.6,1,Sedan,7,6,No,2.0,No,Low,No
EV04546,32,Female,142955.0,Urban,50.3,1,Hatchback,5,7,No,3.0,Yes,Medium,No
EV04547,67,Female,97425.0,Suburban,27.8,2,SUV,2,5,Yes,3.0,Yes,Low,No
EV04548,30,Female,34531.0,Urban,70.9,2,Hatchback,9,12,No,4.0,Yes,Low,Yes
EV04549,29,Female,134665.0,Suburban,24.2,3,SUV,4,7,No,3.0,No,Low,No
EV04550,62,Male,165687.0,Urban,26.6,2,Sedan,3,3,Yes,2.0,Yes,Low,No
EV04551,42,Female,133662.0,Suburban,64.3,3,Hatchback,1,1,Yes,2.0,No,Low,No
EV04552,47,Male,50967.0,Urban,14.3,1,Hatchback,5,13,No,5.0,Yes,Low,Yes
EV04553,26,Male,30000.0,Suburban,21.9,1,SUV,0,4,No,4.0,Yes,Medium,No
EV04554,67,Female,76030.0,Urban,40.1,1,Sedan,12,11,No,3.0,No,Low,No
EV04555,55,Female,123595.0,Urban,34.8,3,SUV,14,3,Yes,1.0,No,Low,No
EV04556,54,Male,,Urban,62.9,2,Sedan,8,13,No,4.0,No,Low,No
EV04557,35,Male,79298.0,Suburban,6.8,2,Sedan,7,4,No,5.0,Yes,Low,Yes
EV04558,46,Male,67840.0,Rural,8.5,2,Hatchback,1,0,Yes,4.0,Yes,Low,Yes
EV04559,26,Male,100402.0,Rural,29.3,2,Hatchback,2,0,Yes,5.0,Yes,Low,Yes
EV04560,57,Female,109146.0,Urban,69.4,1,Sedan,12,8,No,4.0,Yes,Medium,No
EV04561,28,Male,99308.0,Urban,47.9,1,Sedan,13,12,No,3.0,No,Low,No
EV04562,37,Female,91330.0,Urban,22.6,4,Hatchback,4,5,No,4.0,No,Low,No
EV04563,51,Male,148464.0,Urban,19.8,2,Sedan,14,14,No,5.0,No,Low,Yes
EV04564,65,Male,86532.0,Suburban,,2,Sedan,3,1,Yes,4.0,No,Low,No
EV04565,63,Female,82437.0,Suburban,36.3,1,SUV,3,1,Yes,2.0,Yes,Low,No
EV04566,49,Female,35012.0,Suburban,83.7,1,Sedan,5,2,No,2.0,No,Medium,No
EV04567,58,Male,65800.0,Suburban,5.0,2,Sedan,1,3,Yes,1.0,No,Low,No
EV04568,31,Male,91159.0,Urban,7.9,3,SUV,11,13,Yes,5.0,Yes,Low,Yes
EV04569,38,Male,66606.0,Rural,44.9,1,SUV,0,2,Yes,3.0,No,Low,No
EV04570,33,Male,51437.0,Urban,62.4,2,Sedan,6,8,No,2.0,No,Medium,No
EV04571,60,Male,59522.0,Urban,76.1,3,Truck,11,11,No,3.0,Yes,Medium,No
EV04572,66,Male,109479.0,Rural,52.7,2,Sedan,1,3,Yes,3.0,Yes,Low,No
EV04573,29,Male,77550.0,Urban,50.6,3,SUV,8,6,No,1.0,No,Medium,No
EV04574,33,Female,58561.0,Urban,68.9,2,Sedan,13,3,No,4.0,Yes,Medium,Yes
EV04575,63,Male,80590.0,Suburban,46.4,2,SUV,0,2,Yes,4.0,No,Low,No
EV04576,39,Female,130470.0,Urban,34.6,3,Sedan,3,6,Yes,4.0,Yes,Low,Yes
EV04577,25,Female,53762.0,Urban,38.0,1,Sedan,4,11,No,5.0,Yes,Medium,No
EV04578,30,Male,30000.0,Suburban,82.3,2,Truck,6,9,Yes,4.0,Yes,Low,No
EV04579,41,Male,104635.0,Urban,28.9,1,Sedan,8,11,No,,Yes,Low,No
EV04580,26,Female,102280.0,Urban,5.0,2,SUV,8,12,No,,Yes,Low,No
EV04581,42,Male,131214.0,Suburban,10.8,2,SUV,4,9,No,4.0,No,Low,No
EV04582,53,Male,77515.0,Urban,35.4,2,Hatchback,9,12,Yes,2.0,Yes,Low,No
EV04583,27,Male,129551.0,Urban,30.9,1,Sedan,9,11,No,2.0,Yes,Low,Yes
EV04584,46,Female,104916.0,Suburban,78.2,1,Sedan,0,7,Yes,2.0,No,Low,No
EV04585,32,Male,126645.0,Suburban,67.5,1,Truck,0,4,Yes,3.0,No,Low,No
EV04586,52,Female,69693.0,Urban,27.6,2,SUV,11,16,Yes,1.0,Yes,Low,No
EV04587,44,Female,30000.0,Suburban,18.7,4,SUV,5,7,Yes,4.0,No,Low,No
EV04588,34,Female,78051.0,Urban,42.3,1,Sedan,9,3,No,3.0,Yes,Medium,No
EV04589,55,Male,144679.0,Rural,5.2,1,SUV,2,1,Yes,5.0,No,Low,Yes
EV04590,28,Male,126955.0,Rural,53.9,3,Sedan,0,3,Yes,3.0,Yes,Medium,No
EV04591,33,Female,75402.0,Urban,96.7,1,Truck,14,8,No,4.0,No,Low,No
EV04592,49,Female,65359.0,Urban,60.0,2,Sedan,6,4,No,4.0,Yes,Medium,No
EV04593,29,Female,125124.0,Urban,64.2,2,Sedan,6,13,Yes,1.0,Yes,Low,No
EV04594,47,Female,82844.0,Urban,76.7,2,Truck,5,6,No,5.0,Yes,Medium,Yes
EV04595,50,Male,37020.0,Urban,88.4,3,Truck,5,8,No,3.0,Yes,Medium,No
EV04596,62,Female,122680.0,Suburban,39.3,2,Sedan,7,8,Yes,2.0,Yes,Low,No
EV04597,56,Male,114733.0,Urban,59.2,2,SUV,8,10,No,4.0,Yes,Low,Yes
EV04598,58,Male,,Suburban,60.1,1,SUV,3,3,No,2.0,Yes,Medium,No
EV04599,44,Female,83682.0,Suburban,31.6,3,Truck,2,3,Yes,3.0,Yes,Low,No
EV04600,52,Female,90030.0,Urban,15.7,2,Sedan,7,3,No,5.0,Yes,Medium,Yes
EV04601,31,Male,68806.0,Urban,82.5,2,SUV,7,17,No,5.0,Yes,Low,Yes
EV04602,57,Male,171467.0,Urban,5.0,2,SUV,10,13,Yes,2.0,Yes,Low,Yes
EV04603,47,Other,97982.0,Suburban,98.2,3,Sedan,3,6,Yes,5.0,No,Low,No
EV04604,25,Male,133279.0,Urban,61.7,1,Truck,7,11,Yes,4.0,Yes,Low,No
EV04605,65,Male,91435.0,Urban,47.4,2,Sedan,12,9,No,3.0,No,Low,No
EV04606,34,Female,42659.0,Urban,33.1,1,Truck,10,13,No,1.0,Yes,Low,No
EV04607,60,Female,65579.0,Suburban,48.7,1,Sedan,7,1,Yes,3.0,No,Low,No
EV04608,54,Male,46833.0,Urban,5.6,2,SUV,2,8,No,2.0,No,Low,No
EV04609,36,Female,58877.0,Urban,5.0,2,SUV,5,3,No,2.0,Yes,Medium,No
EV04610,52,Female,85889.0,Suburban,36.6,2,Sedan,6,3,No,5.0,Yes,Low,Yes
EV04611,64,Female,,Suburban,58.5,2,Sedan,6,5,No,4.0,Yes,Medium,No
EV04612,65,Male,45419.0,Urban,36.7,2,Sedan,7,4,No,5.0,Yes,Low,Yes
EV04613,45,Male,30000.0,Suburban,45.2,3,Truck,4,4,Yes,5.0,Yes,Low,No
EV04614,66,Female,34091.0,Suburban,29.6,2,Hatchback,2,8,Yes,4.0,Yes,Low,Yes
EV04615,53,Male,68372.0,Urban,5.0,3,Sedan,10,18,No,2.0,Yes,Low,No
EV04616,65,Male,83658.0,Urban,67.4,1,Sedan,5,14,Yes,4.0,No,Low,No
EV04617,63,Female,96508.0,Urban,5.0,1,Sedan,11,11,No,4.0,No,Low,No
EV04618,42,Male,169534.0,Rural,58.2,1,Sedan,2,0,Yes,3.0,Yes,Low,No
EV04619,27,Female,137450.0,Urban,56.9,4,Sedan,11,15,Yes,5.0,No,Low,Yes
EV04620,35,Female,95119.0,Urban,31.6,3,Hatchback,7,6,No,1.0,Yes,Low,No
EV04621,37,Female,30000.0,Urban,49.9,2,Hatchback,14,17,Yes,3.0,Yes,Low,No
EV04622,28,Male,132101.0,Suburban,33.3,1,SUV,7,9,Yes,4.0,No,Low,No
EV04623,33,Female,67836.0,Suburban,43.5,2,SUV,2,1,Yes,4.0,No,Low,No
EV04624,65,Other,83796.0,Suburban,,1,Truck,5,1,Yes,2.0,Yes,Low,No
EV04625,34,Male,75850.0,Urban,38.7,3,SUV,6,6,No,1.0,Yes,Medium,No
EV04626,35,Male,108330.0,Rural,69.3,1,SUV,1,1,Yes,5.0,No,Low,No
EV04627,54,Female,83766.0,Suburban,5.0,1,Hatchback,7,8,No,2.0,No,Low,No
EV04628,59,Male,31505.0,Urban,28.8,1,SUV,9,12,No,1.0,Yes,Low,No
EV04629,52,Male,123536.0,Urban,52.9,2,Truck,12,8,No,5.0,No,Medium,No
EV04630,54,Female,118810.0,Urban,5.0,2,Hatchback,5,16,Yes,1.0,Yes,Low,No
EV04631,38,Male,122042.0,Urban,34.1,2,SUV,11,18,No,2.0,Yes,Low,No
EV04632,56,Male,114943.0,Suburban,5.0,2,SUV,0,1,Yes,5.0,Yes,Low,Yes
EV04633,28,Male,34520.0,Urban,68.5,2,Sedan,4,7,Yes,3.0,No,Low,No
EV04634,45,Male,42465.0,Suburban,62.0,1,Sedan,5,2,Yes,4.0,Yes,Low,No
EV04635,52,Male,30000.0,Urban,55.6,3,SUV,8,13,No,2.0,No,Medium,No
EV04636,30,Other,38857.0,Urban,44.0,2,Sedan,3,17,Yes,2.0,Yes,Low,No
EV04637,64,Male,73344.0,Rural,43.0,4,Hatchback,1,3,Yes,2.0,Yes,Low,No
EV04638,45,Male,43018.0,Urban,8.5,2,SUV,12,8,Yes,2.0,Yes,Low,No
EV04639,63,Female,78129.0,Rural,85.3,2,SUV,1,1,Yes,3.0,Yes,Low,No
EV04640,53,Male,41344.0,Rural,51.3,1,Hatchback,2,3,Yes,4.0,No,Low,No
EV04641,55,Female,101437.0,Suburban,24.4,1,SUV,7,7,No,4.0,No,Low,No
EV04642,56,Male,30000.0,Urban,5.0,2,SUV,5,8,No,1.0,No,Low,No
EV04643,27,Female,92266.0,Urban,43.5,1,Sedan,9,11,No,1.0,Yes,Medium,No
EV04644,26,Male,76650.0,Urban,14.2,2,Hatchback,13,11,No,2.0,Yes,Low,No
EV04645,31,Male,53089.0,Urban,75.6,1,Truck,2,8,No,4.0,Yes,Medium,Yes
EV04646,55,Female,126966.0,Suburban,36.8,1,Sedan,6,1,Yes,3.0,Yes,Low,Yes
EV04647,66,Female,113067.0,Suburban,40.4,2,SUV,2,5,Yes,5.0,Yes,Low,Yes
EV04648,59,Female,49766.0,Suburban,30.3,1,Truck,4,5,No,2.0,Yes,Low,No
EV04649,38,Female,121445.0,Rural,70.9,3,SUV,0,2,Yes,4.0,Yes,Low,No
EV04650,55,Male,92901.0,Rural,69.4,2,SUV,2,0,Yes,2.0,No,Low,No
EV04651,34,Male,72043.0,Rural,19.6,2,Sedan,1,1,Yes,2.0,Yes,Low,No
EV04652,52,Male,87026.0,Rural,38.6,2,Sedan,0,0,No,1.0,No,Medium,No
EV04653,66,Male,69920.0,Suburban,5.0,2,SUV,6,4,No,4.0,Yes,Low,No
EV04654,60,Male,30000.0,Rural,5.0,2,SUV,0,2,Yes,2.0,No,Low,No
EV04655,44,Male,32644.0,Suburban,38.2,1,SUV,1,8,Yes,4.0,No,Low,No
EV04656,46,Female,110550.0,Urban,9.8,2,SUV,5,16,No,2.0,Yes,Low,Yes
EV04657,64,Male,93655.0,Suburban,51.8,1,SUV,2,5,Yes,4.0,No,Low,No
EV04658,59,Male,111031.0,Suburban,28.0,1,SUV,1,2,No,5.0,Yes,Medium,Yes
EV04659,35,Male,98078.0,Urban,48.5,1,Sedan,4,15,Yes,1.0,Yes,Low,No
EV04660,56,Female,86255.0,Rural,12.4,1,Hatchback,1,1,Yes,4.0,Yes,Low,Yes
EV04661,38,Male,87809.0,Rural,65.9,3,SUV,1,2,Yes,3.0,Yes,Low,No
EV04662,67,Male,62154.0,Suburban,52.3,3,Truck,3,4,Yes,2.0,Yes,Low,No
EV04663,59,Male,130734.0,Rural,33.9,1,Sedan,1,1,No,4.0,Yes,Medium,No
EV04664,44,Male,46477.0,Rural,5.0,3,Truck,0,3,Yes,2.0,Yes,Low,No
EV04665,25,Female,100440.0,Urban,46.0,1,Truck,12,10,Yes,2.0,Yes,Low,No
EV04666,52,Female,80006.0,Urban,6.2,1,Sedan,13,7,No,5.0,No,Low,No
EV04667,51,Female,92614.0,Suburban,50.3,2,Sedan,0,6,No,3.0,No,Medium,No
EV04668,52,Female,78278.0,Suburban,26.5,1,Sedan,4,5,Yes,5.0,No,Low,No
EV04669,26,Male,58804.0,Urban,59.0,2,Sedan,13,13,Yes,3.0,Yes,Low,Yes
EV04670,46,Female,115154.0,Rural,11.9,2,Hatchback,1,0,Yes,1.0,Yes,Low,No
EV04671,31,Male,51921.0,Suburban,63.2,2,SUV,2,4,Yes,4.0,Yes,Low,Yes
EV04672,69,Male,30000.0,Rural,40.1,1,SUV,0,0,Yes,2.0,No,Low,No
EV04673,38,Male,63655.0,Suburban,24.3,1,SUV,7,1,Yes,5.0,Yes,Low,No
EV04674,66,Female,,Urban,5.0,4,Sedan,6,8,Yes,2.0,Yes,Low,No
EV04675,62,Male,107519.0,Urban,29.3,1,Sedan,5,15,No,1.0,No,Low,No
EV04676,61,Male,89740.0,Suburban,57.1,3,SUV,6,3,Yes,4.0,Yes,Low,No
EV04677,58,Male,94493.0,Rural,5.0,1,Sedan,0,1,Yes,2.0,No,Low,No
EV04678,34,Male,108875.0,Urban,57.5,1,Sedan,11,19,Yes,1.0,Yes,Low,No
EV04679,64,Male,74568.0,Suburban,62.0,1,SUV,4,5,Yes,3.0,Yes,Low,No
EV04680,52,Male,104297.0,Suburban,73.5,2,Truck,7,8,Yes,5.0,Yes,Low,No
EV04681,44,Female,59429.0,Suburban,42.2,1,Hatchback,2,7,Yes,1.0,No,Low,No
EV04682,62,Male,39370.0,Suburban,28.8,2,Sedan,3,6,No,4.0,No,Low,No
EV04683,28,Female,30000.0,Urban,75.0,2,Hatchback,13,16,Yes,1.0,Yes,Low,No
EV04684,37,Female,30000.0,Rural,5.0,3,SUV,1,2,Yes,4.0,Yes,Low,Yes
EV04685,29,Female,77530.0,Suburban,81.3,3,Sedan,5,7,No,3.0,Yes,Medium,No
EV04686,45,Male,94303.0,Urban,64.2,1,Hatchback,13,17,No,4.0,Yes,Low,No
EV04687,69,Male,100336.0,Urban,56.7,1,Sedan,7,11,No,4.0,Yes,Low,Yes
EV04688,33,Female,68679.0,Suburban,49.0,1,Sedan,0,6,No,3.0,No,Medium,No
EV04689,61,Male,104378.0,Suburban,48.5,1,SUV,0,3,Yes,2.0,Yes,Low,No
EV04690,53,Male,128558.0,Suburban,90.6,1,SUV,6,2,Yes,5.0,Yes,Low,Yes
EV04691,35,Male,78834.0,Urban,18.3,1,Sedan,10,5,No,1.0,Yes,Low,No
EV04692,38,Male,124531.0,Urban,30.7,1,Sedan,6,17,Yes,2.0,Yes,Low,No
EV04693,27,Male,,Urban,78.1,1,Sedan,11,11,No,5.0,No,Low,No
EV04694,66,Female,84734.0,Urban,63.2,1,SUV,9,5,Yes,3.0,No,Low,No
EV04695,47,Male,117506.0,Suburban,,1,Sedan,5,1,Yes,3.0,Yes,Low,No
EV04696,62,Female,74797.0,Urban,36.4,2,Sedan,10,11,No,2.0,No,Low,No
EV04697,39,Female,52373.0,Urban,57.2,1,SUV,12,11,No,3.0,Yes,Low,No
EV04698,52,Male,112176.0,Suburban,5.0,1,Sedan,2,1,Yes,1.0,No,Low,No
EV04699,34,Male,61360.0,Suburban,19.0,1,SUV,4,1,No,4.0,No,Medium,No
EV04700,30,Female,65757.0,Urban,63.0,1,Sedan,12,8,No,2.0,Yes,Low,No
EV04701,39,Male,131725.0,Suburban,29.4,3,SUV,2,8,No,3.0,Yes,Low,Yes
EV04702,37,Female,106618.0,Urban,38.5,2,Hatchback,6,15,Yes,3.0,Yes,Low,No
EV04703,52,Female,41811.0,Urban,5.0,1,Sedan,8,4,No,1.0,Yes,Medium,No
EV04704,47,Female,81353.0,Suburban,46.9,3,SUV,2,5,Yes,2.0,No,Low,No
EV04705,36,Male,96021.0,Suburban,50.7,3,SUV,2,1,No,5.0,No,Medium,No
EV04706,41,Female,49646.0,Urban,69.2,2,Hatchback,2,11,No,1.0,Yes,Low,No
EV04707,44,Female,158214.0,Suburban,27.4,2,Truck,2,6,Yes,4.0,No,Low,No
EV04708,42,Female,82313.0,Urban,40.1,1,SUV,10,8,No,2.0,No,Low,No
EV04709,58,Female,89281.0,Suburban,57.6,1,Sedan,3,8,No,2.0,Yes,Low,Yes
EV04710,42,Male,114059.0,Suburban,29.2,1,Sedan,0,7,No,3.0,No,Low,No
EV04711,46,Male,48527.0,Urban,58.7,2,Hatchback,2,6,Yes,3.0,Yes,Low,No
EV04712,42,Female,72886.0,Urban,35.0,2,Sedan,8,8,No,2.0,No,Low,No
EV04713,61,Female,121896.0,Urban,29.9,4,SUV,2,10,No,3.0,Yes,Low,No
EV04714,47,Female,160711.0,Suburban,25.9,4,Sedan,1,7,Yes,3.0,No,Low,No
EV04715,39,Male,116931.0,Suburban,61.4,2,Sedan,5,4,Yes,5.0,No,Low,No
EV04716,44,Other,35457.0,Rural,48.4,1,Hatchback,1,1,Yes,5.0,No,Low,No
EV04717,47,Male,71627.0,Urban,57.1,2,SUV,4,16,No,2.0,Yes,Low,No
EV04718,66,Male,36388.0,Rural,5.0,1,SUV,1,2,Yes,2.0,Yes,Low,No
EV04719,68,Male,99661.0,Suburban,47.8,1,SUV,1,5,Yes,5.0,Yes,Low,Yes
EV04720,66,Female,115813.0,Rural,39.0,2,Hatchback,1,1,No,4.0,No,Medium,No
EV04721,56,Female,96954.0,Urban,32.5,2,SUV,11,11,Yes,1.0,Yes,Low,No
EV04722,47,Male,130024.0,Suburban,39.5,2,SUV,6,7,Yes,4.0,Yes,Low,No
EV04723,45,Male,151724.0,Urban,23.0,3,Sedan,9,19,No,3.0,Yes,Low,Yes
EV04724,27,Female,92451.0,Urban,101.6,1,Sedan,10,10,No,1.0,No,Medium,No
EV04725,29,Female,122568.0,Suburban,24.2,2,Sedan,0,4,Yes,4.0,No,Low,No
EV04726,44,Male,30000.0,Urban,21.5,3,SUV,12,6,Yes,1.0,Yes,Low,No
EV04727,28,Other,82942.0,Suburban,19.2,2,Sedan,5,3,Yes,4.0,No,Low,No
EV04728,47,Male,61127.0,Suburban,19.5,3,Hatchback,1,8,Yes,2.0,Yes,Low,No
EV04729,43,Male,78815.0,Rural,5.0,2,SUV,0,3,Yes,3.0,Yes,Low,No
EV04730,35,Male,105706.0,Suburban,31.7,2,SUV,7,3,Yes,3.0,Yes,Low,No
EV04731,49,Male,103167.0,Rural,,2,SUV,0,2,Yes,1.0,No,Low,No
EV04732,58,Male,38921.0,Rural,5.0,3,SUV,0,0,Yes,4.0,Yes,Low,No
EV04733,51,Male,103616.0,Urban,40.6,2,SUV,13,5,No,5.0,Yes,Low,Yes
EV04734,66,Male,125685.0,Urban,41.5,3,SUV,8,10,Yes,1.0,Yes,Low,No
EV04735,66,Male,86448.0,Rural,6.2,1,Sedan,1,0,Yes,2.0,Yes,Low,No
EV04736,27,Male,,Urban,45.2,3,Sedan,14,8,Yes,4.0,No,Low,No
EV04737,33,Female,132695.0,Rural,7.2,3,SUV,2,0,Yes,1.0,Yes,Low,No
EV04738,39,Female,34335.0,Urban,50.9,3,Sedan,12,3,Yes,3.0,Yes,Low,Yes
EV04739,35,Male,61328.0,Urban,30.5,2,Sedan,10,16,No,5.0,No,Low,No
EV04740,38,Female,103058.0,Urban,50.7,1,SUV,14,16,No,5.0,Yes,Low,Yes
EV04741,49,Male,82805.0,Urban,27.8,1,SUV,12,14,No,5.0,Yes,Low,Yes
EV04742,61,Female,73436.0,Suburban,65.4,1,Truck,6,6,Yes,4.0,No,Low,No
EV04743,68,Male,62869.0,Urban,87.7,2,Sedan,4,4,Yes,3.0,No,Low,No
EV04744,30,Male,96811.0,Suburban,24.3,1,Sedan,0,3,Yes,1.0,Yes,Low,No
EV04745,34,Female,61669.0,Suburban,35.4,4,SUV,7,1,Yes,3.0,No,Low,No
EV04746,29,Male,104125.0,Suburban,82.7,2,SUV,4,8,Yes,2.0,Yes,Low,No
EV04747,66,Female,66492.0,Rural,84.9,2,Sedan,0,3,Yes,5.0,Yes,Low,No
EV04748,25,Female,96458.0,Urban,31.0,2,Sedan,7,19,Yes,2.0,Yes,Low,No
EV04749,30,Female,52416.0,Suburban,50.3,2,Hatchback,4,5,Yes,5.0,No,Low,No
EV04750,47,Female,117793.0,Urban,32.9,2,Sedan,10,5,No,5.0,Yes,Low,No
EV04751,54,Female,91566.0,Suburban,9.9,1,Truck,7,8,No,3.0,No,Low,No
EV04752,48,Female,73882.0,Suburban,20.1,1,Sedan,6,4,Yes,5.0,No,Low,No
EV04753,34,Female,30000.0,Urban,8.7,3,SUV,7,5,Yes,3.0,No,Low,No
EV04754,29,Male,96347.0,Urban,93.6,2,SUV,6,17,Yes,4.0,Yes,Low,Yes
EV04755,28,Female,30000.0,Suburban,20.4,1,SUV,7,5,Yes,5.0,No,Low,No
EV04756,48,Male,77202.0,Urban,48.3,2,SUV,4,4,Yes,1.0,No,Low,No
EV04757,68,Female,86068.0,Urban,45.5,3,SUV,9,16,No,5.0,Yes,Low,Yes
EV04758,40,Female,82640.0,Urban,45.8,2,Sedan,7,5,Yes,1.0,No,Low,No
EV04759,25,Other,88725.0,Urban,18.8,4,Sedan,4,16,Yes,2.0,No,Low,No
EV04760,42,Male,116243.0,Rural,89.0,2,SUV,1,3,No,4.0,Yes,High,No
EV04761,37,Female,57076.0,Urban,70.6,2,Sedan,9,6,No,5.0,Yes,Low,No
EV04762,65,Female,90257.0,Suburban,31.0,2,SUV,0,5,Yes,1.0,Yes,Low,No
EV04763,60,Female,41269.0,Rural,5.0,1,Sedan,1,3,Yes,2.0,Yes,Low,No
EV04764,32,Female,30000.0,Urban,5.0,3,Sedan,7,17,No,2.0,Yes,Low,No
EV04765,34,Female,165571.0,Urban,39.7,1,Hatchback,3,14,No,2.0,No,Medium,No
EV04766,48,Male,87109.0,Suburban,15.0,1,SUV,7,7,Yes,4.0,Yes,Low,Yes
EV04767,30,Female,125599.0,Suburban,49.5,2,SUV,6,9,Yes,3.0,Yes,Low,Yes
EV04768,36,Female,49077.0,Urban,,1,Sedan,4,16,Yes,3.0,Yes,Low,No
EV04769,55,Female,107430.0,Rural,53.2,1,Sedan,2,2,Yes,1.0,Yes,Low,No
EV04770,48,Male,46678.0,Rural,81.3,1,Hatchback,1,1,No,5.0,Yes,High,No
EV04771,25,Male,93957.0,Urban,66.0,2,Truck,11,16,Yes,5.0,No,Low,No
EV04772,35,Male,30000.0,Rural,5.0,1,Truck,2,3,Yes,2.0,Yes,Low,No
EV04773,63,Female,104567.0,Urban,80.3,2,SUV,11,14,Yes,2.0,No,Low,No
EV04774,44,Female,48469.0,Urban,42.2,4,Sedan,13,10,No,1.0,Yes,Low,No
EV04775,58,Female,121098.0,Urban,12.6,2,Sedan,14,19,No,4.0,No,Low,No
EV04776,43,Male,70809.0,Suburban,67.5,3,Hatchback,4,8,Yes,1.0,Yes,Low,No
EV04777,59,Female,36126.0,Urban,23.1,1,SUV,4,17,No,5.0,Yes,Low,Yes
EV04778,25,Male,135047.0,Suburban,30.1,2,Sedan,1,3,No,4.0,Yes,Medium,No
EV04779,31,Female,63682.0,Urban,67.7,1,Hatchback,5,5,No,5.0,Yes,Medium,No
EV04780,46,Male,119848.0,Suburban,77.6,1,SUV,4,6,Yes,3.0,No,Low,No
EV04781,33,Male,107087.0,Rural,49.0,2,SUV,0,0,Yes,4.0,Yes,Low,No
EV04782,65,Female,33767.0,Suburban,73.2,3,Sedan,6,1,Yes,2.0,Yes,Low,No
EV04783,28,Male,57150.0,Rural,76.3,2,Hatchback,0,0,Yes,2.0,No,Low,No
EV04784,58,Male,98559.0,Urban,15.5,1,SUV,3,13,Yes,2.0,Yes,Low,No
EV04785,48,Female,112294.0,Suburban,72.7,1,Truck,0,2,Yes,5.0,Yes,Low,Yes
EV04786,38,Male,97107.0,Urban,38.7,3,SUV,5,11,No,5.0,Yes,Medium,Yes
EV04787,26,Female,147723.0,Rural,55.7,4,SUV,0,1,Yes,2.0,Yes,Low,No
EV04788,54,Male,39917.0,Urban,60.4,4,Sedan,10,7,No,1.0,Yes,Low,No
EV04789,65,Female,77795.0,Urban,9.2,2,Sedan,11,18,Yes,5.0,No,Low,No
EV04790,25,Male,51918.0,Urban,5.0,2,SUV,9,19,No,4.0,No,Low,No
EV04791,69,Female,55780.0,Urban,10.3,2,SUV,6,11,No,1.0,No,Low,No
EV04792,51,Male,123800.0,Urban,55.3,2,SUV,6,8,No,1.0,Yes,Low,No
EV04793,25,Female,104649.0,Suburban,32.7,2,Truck,3,3,Yes,1.0,No,Low,No
EV04794,54,Male,65864.0,Rural,44.7,1,Sedan,1,0,Yes,1.0,Yes,Low,No
EV04795,58,Female,97639.0,Urban,43.2,1,Sedan,5,12,No,1.0,No,Low,No
